,prediction,signal,position,actual_return,strategy_return,equity,transaction_cost,cum_cost
2023-08-01,0.0019316710531711578,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2023-08-02,0.001967713236808777,0.0,0.0,-0.024097398647649038,-0.0,100000.0,0.0,0.0
2023-08-03,0.004133553244173527,1.0,0.5,0.0005453263833230526,2.26631916615263e-05,100002.26631916616,0.00025,0.00025
2023-08-04,0.000889691524207592,0.0,0.5,-0.00264699363505827,-0.001323496817529135,99869.91363794704,0.0,0.00025
2023-08-07,-0.003095477819442749,0.0,0.5,0.026695646310322507,0.013347823155161254,101202.9595837076,0.0,0.00025
2023-08-08,-0.010425630956888199,-1.0,-0.5,-0.000988269316898771,-5.865341550614477e-06,101202.36599378372,0.0005,0.00075
2023-08-09,-0.015048831701278687,-1.0,-0.8,-0.01324202303286326,0.010443618426290607,102259.2848880606,0.00015000000000000001,0.0009
2023-08-10,-0.014926431700587273,-1.0,-0.8,0.00023149735718064335,-0.0001851978857445147,102240.34668470158,0.0,0.0009
2023-08-11,-0.013007460162043571,-1.0,-0.8,-0.0010022903562443286,0.0008018322849954629,102322.3262955025,0.0,0.0009
2023-08-14,-0.012321965768933296,-1.0,-0.8,0.013661283297337068,-0.010929026637869654,101204.04286577016,0.0,0.0009
2023-08-15,-0.013693630695343018,-1.0,-0.7058925428029919,-0.011802201167275372,0.008284032064041947,102042.42040188088,4.70537285985041e-05,0.0009470537285985041
2023-08-16,-0.009155254811048508,-1.0,-0.8970679483657804,-0.008321634816115031,0.0073694841687601655,102794.4204035745,9.558770278139428e-05,0.0010426414313798983
2023-08-17,-0.003668340854346752,0.0,-0.9286966170257619,0.009479406377107535,-0.008819306968162192,101887.84485542106,1.5814334329990743e-05,0.0010584557657098892
2023-08-18,-0.006600590422749519,-1.0,-0.940655218077386,-0.018934844255701466,0.01780518075208239,103701.97634951197,5.979300525812026e-06,0.0010644350662357012
2023-08-21,-0.0071899425238370895,-1.0,-0.9110309724863371,0.007139386909313483,-0.006519014721743611,103025.94163901558,1.4812122795524408e-05,0.0010792471890312258
2023-08-22,-0.013503341004252434,-1.0,-0.9289012421145918,0.005530991349002035,-0.00514667986902718,102495.7000991945,8.935134814127333e-06,0.0010881823238453531
2023-08-23,-0.024204714223742485,-1.0,-0.9519695337971901,0.02548795041932439,-0.02427528642397143,100007.58762206107,1.1534145841299137e-05,0.0010997164696866523
2023-08-24,-0.03489656001329422,-1.0,-0.6953977070256341,-0.019566270504683514,0.013478053730614434,101355.49526150034,0.000128285913385778,0.0012280023830724303
2023-08-25,-0.03156127780675888,-1.0,-0.6760588953595658,0.0007707862754995354,-0.000530766323805564,101301.69917788291,9.669405833034162e-06,0.0012376717889054645
2023-08-28,-0.027989448979496956,-1.0,-0.6954629080050586,0.008700025728366256,-0.006060247199091171,100687.78583917697,9.702006322746427e-06,0.001247373795228211
2023-08-29,-0.025829972699284554,-1.0,-0.70614404450818,0.02717365647778336,-0.019193856257549408,98755.19895088888,5.3405682515607065e-06,0.0012527143634797717
2023-08-30,-0.026532279327511787,-1.0,-0.6441926057830889,0.009734663315074332,-0.006301973846721322,98132.8462698726,3.0975719362545566e-05,0.0012836900828423173
2023-08-31,-0.026353510096669197,-1.0,-0.6981579982882754,0.002134389186636998,-0.00151712357836322,97983.96661498469,2.6982696252593252e-05,0.0013106727790949105
2023-09-01,-0.02408003993332386,-1.0,-0.6986625934928461,-0.0037455007329210144,0.0026165889583896667,98240.35038012867,2.5229760228534516e-07,0.0013109250766971958
2023-09-05,-0.019228152930736542,-1.0,-0.6973440177607673,0.0008109792367314572,-0.0005661908071289142,98184.72759685431,6.592878660394153e-07,0.0013115843645632353
