,prediction,signal,position,actual_return,strategy_return,equity,transaction_cost,cum_cost
2023-07-31,0.018361244350671768,1.0,0.5,0.0,-0.00025,99975.0,0.00025,0.00025
2023-08-01,0.023848142474889755,1.0,0.5,-0.014141513112179482,-0.007070756556089741,99268.10111330493,0.0,0.00025
2023-08-02,0.022159691900014877,1.0,0.5,-0.010683463121801684,-0.005341731560900842,98737.8375645973,0.0,0.00025
2023-08-03,0.020250516012310982,1.0,0.5,-0.004203031225325504,-0.002101515612662752,98530.33845739474,0.0,0.00025
2023-08-04,0.018600616604089737,1.0,0.5,0.013591102765711627,0.006795551382855813,99199.90643515212,0.0,0.00025
2023-08-07,0.0072683291509747505,1.0,0.8,0.005698252275666782,0.004408601820533426,99637.23932325888,0.00015000000000000001,0.0004
2023-08-08,0.005453404970467091,1.0,0.8,-0.006022619466385271,-0.004818095573108217,99157.17758155876,0.0,0.0004
2023-08-09,0.007525184191763401,1.0,0.8,0.006597185054120214,0.005277748043296171,99680.5041815186,0.0,0.0004
2023-08-10,0.005483684130012989,1.0,0.8,0.0044550500308568886,0.003564040024685511,100035.76948810236,0.0,0.0004
2023-08-11,-0.002112115966156125,0.0,0.0,0.004218488758902961,-0.0004,99995.75518030713,0.0004,0.0008
2023-08-14,-0.0025643811095505953,0.0,0.0,0.011817227450572343,0.0,99995.75518030713,0.0,0.0008
2023-08-16,-0.004898871295154095,-1.0,-1.0,-0.0008148843915689596,0.00031488439156895963,100027.24228283657,0.0005,0.0013
2023-08-17,-0.0037846744526177645,0.0,-1.0,-0.014426274382724147,0.014426274382724147,101470.262725756,0.0,0.0013
2023-08-18,0.0007457889150828123,0.0,-0.8,0.007407409568482626,-0.006025927654786102,100858.81026345845,9.999999999999998e-05,0.0014
2023-08-21,0.004035447724163532,1.0,0.8,-0.010911451236625624,-0.009529160989300501,99897.71042326864,0.0008,0.0022
2023-08-22,-0.0012606990057975054,0.0,0.8,-0.0002381397614932279,-0.00019051180919458233,99878.6787297215,0.0,0.0022
2023-08-23,-0.0017750964034348726,0.0,1.0,0.0011114208967042405,0.0010114208967042404,99979.69811252395,9.999999999999998e-05,0.0023
2023-08-24,0.003259372664615512,0.0,0.0,-0.016810678936159063,-0.0005,99929.70826346769,0.0005,0.0028
2023-08-25,0.013527297414839268,1.0,0.8,-0.004617245392697478,-0.004093796314157982,99520.61639210382,0.0004,0.0032
2023-08-28,0.01875481568276882,1.0,0.8,-0.00996634044703304,-0.007973072357626431,98727.131316534,0.0,0.0032
